time_range,rank,track_name,track_id,artist_names,album_name,album_release_date,duration_ms,explicit,isrc,spotify_url,album_image_url
medium_term,19,Emergence,2OMjHcniFxzijWX7EaBrXE,Sleep Token,Even In Arcadia,2025-05-09,386253,False,USRC12500014,https://open.spotify.com/track/2OMjHcniFxzijWX7EaBrXE,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,20,Look To Windward,4Lojbtk7XNMdSKRHSFbdkm,Sleep Token,Even In Arcadia,2025-05-09,466463,False,USRC12500013,https://open.spotify.com/track/4Lojbtk7XNMdSKRHSFbdkm,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,21,Granite,4mxiv6HQfhqgIuN5iOONQd,Sleep Token,Take Me Back To Eden,2023-05-19,225426,False,GBUM72200348,https://open.spotify.com/track/4mxiv6HQfhqgIuN5iOONQd,https://i.scdn.co/image/ab67616d0000b2730b73608b678f169d3c8f35f0
medium_term,22,High Water,4wH1pXy6wTxvUnRmWaHWaP,Sleep Token,This Place Will Become Your Tomb,2021-09-24,313280,False,GBUM72101273,https://open.spotify.com/track/4wH1pXy6wTxvUnRmWaHWaP,https://i.scdn.co/image/ab67616d0000b27336afd3d53b6dcc59f3563cf9
medium_term,23,Limits,20eY1iHCeGknUmolCjYFoG,Bad Omens,Finding God Before God Finds Me (Deluxe),2020-01-17,207854,False,USYFZ2028402,https://open.spotify.com/track/20eY1iHCeGknUmolCjYFoG,https://i.scdn.co/image/ab67616d0000b2736281799d359abcda6272604a
medium_term,24,Like That,15cTEbiZNdgBr22kefKehi,Sleep Token,This Place Will Become Your Tomb,2021-09-24,214906,False,GBUM72101266,https://open.spotify.com/track/15cTEbiZNdgBr22kefKehi,https://i.scdn.co/image/ab67616d0000b27336afd3d53b6dcc59f3563cf9
medium_term,25,The Offering,1lXAzSbRH4VXrqgFuPQSFp,Sleep Token,Sundowning,2019-11-21,349653,False,GBUM71902435,https://open.spotify.com/track/1lXAzSbRH4VXrqgFuPQSFp,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
medium_term,26,Take Me First,5niq3p5CyfhApzRbLVGWYI,Bad Omens,THE DEATH OF PEACE OF MIND,2022-02-25,199685,False,USYFZ2264203,https://open.spotify.com/track/5niq3p5CyfhApzRbLVGWYI,https://i.scdn.co/image/ab67616d0000b273bafcef0262b82dec233717e2
medium_term,27,EVEN,1j7TAN03fI28ylpMmuQ3D5,Bad Omens,CONCRETE JUNGLE [THE OST],2024-05-31,178235,False,USYFZ2408306,https://open.spotify.com/track/1j7TAN03fI28ylpMmuQ3D5,https://i.scdn.co/image/ab67616d0000b2737400362388ac9ab2a807e597
medium_term,28,Never Know,4ilaaaAMFcKJxDjyYVm74l,Bad Omens,Finding God Before God Finds Me (Deluxe),2020-01-17,213851,False,USYFZ2028401,https://open.spotify.com/track/4ilaaaAMFcKJxDjyYVm74l,https://i.scdn.co/image/ab67616d0000b2736281799d359abcda6272604a
medium_term,29,Provider,7JVAVLkkhpKOp8g4jX5Z12,Sleep Token,Even In Arcadia,2025-05-09,365904,False,USRC12500019,https://open.spotify.com/track/7JVAVLkkhpKOp8g4jX5Z12,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,30,Past Self,0Uvf2v96tJ5CuyK0LtyAgd,Sleep Token,Even In Arcadia,2025-05-09,214648,True,USRC12500015,https://open.spotify.com/track/0Uvf2v96tJ5CuyK0LtyAgd,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,31,Gethsemane,29JLgNBcOky7QB68OrvYxO,Sleep Token,Even In Arcadia,2025-05-09,383400,False,USRC12500021,https://open.spotify.com/track/29JLgNBcOky7QB68OrvYxO,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,32,Even In Arcadia,4IixOTCzviJgIigKleiVbo,Sleep Token,Even In Arcadia,2025-05-09,268369,False,USRC12500018,https://open.spotify.com/track/4IixOTCzviJgIigKleiVbo,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,33,The Bomb Dot Com V2.0,6WBkSZbGBaIWnEgnMoXEJU,Sleeping With Sirens,With Ears To See And Eyes To Hear,2010-03-22,211720,False,USEK71009302,https://open.spotify.com/track/6WBkSZbGBaIWnEgnMoXEJU,https://i.scdn.co/image/ab67616d0000b273032fd22bde573d0746c87352
medium_term,34,IDWT$,0zMXsTdsUUoIbCrtUXsNyc,Bad Omens,THE DEATH OF PEACE OF MIND,2022-02-25,202952,False,USYFZ2264212,https://open.spotify.com/track/0zMXsTdsUUoIbCrtUXsNyc,https://i.scdn.co/image/ab67616d0000b273bafcef0262b82dec233717e2
medium_term,35,Hero / Heroine - Tom Lord-Alge Mix,1uVll3x5QBjHNEwU6ENwTy,BOYS LIKE GIRLS,Boys Like Girls,2006,232240,False,USSM10704438,https://open.spotify.com/track/1uVll3x5QBjHNEwU6ENwTy,https://i.scdn.co/image/ab67616d0000b2739d5d8ac73325fec119eecfb3
medium_term,36,Dance Hall Drug,60IEzuxFzbIl7st0JfbFRD,BOYS LIKE GIRLS,Boys Like Girls,2006,209920,False,USSM10603076,https://open.spotify.com/track/60IEzuxFzbIl7st0JfbFRD,https://i.scdn.co/image/ab67616d0000b2739d5d8ac73325fec119eecfb3
medium_term,37,Holiday / Boulevard of Broken Dreams,0MsrWnxQZxPAcov7c74sSo,Green Day,American Idiot,2004-09-21,493400,True,USRE10401218,https://open.spotify.com/track/0MsrWnxQZxPAcov7c74sSo,https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b
medium_term,38,Higher,2S4q08im3SvocGZulxj2cP,Sleep Token,Sundowning,2019-11-21,321706,False,GBUM71902438,https://open.spotify.com/track/2S4q08im3SvocGZulxj2cP,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
medium_term,39,Dark Signs,39I8byKcHBzTQbtbxTBSM7,Sleep Token,Sundowning,2019-11-21,268400,False,GBUM71902437,https://open.spotify.com/track/39I8byKcHBzTQbtbxTBSM7,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
medium_term,40,Infinite Baths,3lGs8BwNj35qaBx3uSOQdR,Sleep Token,Even In Arcadia,2025-05-09,503258,False,USRC12500022,https://open.spotify.com/track/3lGs8BwNj35qaBx3uSOQdR,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
medium_term,41,Distraction,53oDKpNb7Dul7sINdxaiNa,Sleep Token,This Place Will Become Your Tomb,2021-09-24,262413,False,GBUM72101270,https://open.spotify.com/track/53oDKpNb7Dul7sINdxaiNa,https://i.scdn.co/image/ab67616d0000b27336afd3d53b6dcc59f3563cf9
medium_term,42,V.A.N,5SlxykqNSR8fnLIjlgNBFq,"Bad Omens, Poppy",CONCRETE JUNGLE [THE OST],2024-05-31,274098,False,USYFZ2399601,https://open.spotify.com/track/5SlxykqNSR8fnLIjlgNBFq,https://i.scdn.co/image/ab67616d0000b2737400362388ac9ab2a807e597
medium_term,43,Sugar,6kxSspYgCP6DmpLwqmrZ3O,Sleep Token,Sundowning,2019-11-21,292000,False,GBUM71902443,https://open.spotify.com/track/6kxSspYgCP6DmpLwqmrZ3O,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
medium_term,44,The Diary of Jane - Single Version,0faXHILILebCGnJBPU6KJJ,Breaking Benjamin,Phobia (Clean Version),2006-01-01,200546,False,USHR10622153,https://open.spotify.com/track/0faXHILILebCGnJBPU6KJJ,https://i.scdn.co/image/ab67616d0000b2735aa75a47afe2804e280bd149
medium_term,45,"A Little Less Sixteen Candles, A Little More ""Touch Me""",4pmU8AtVu9qU40Xd9zjEfA,Fall Out Boy,From Under The Cork Tree,2005-05-03,169026,False,USDJ20500171,https://open.spotify.com/track/4pmU8AtVu9qU40Xd9zjEfA,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5
medium_term,46,Ocean Avenue,23oxJmDc1V9uLUSmN2LIvx,Yellowcard,Ocean Avenue,2003-01-01,198266,False,USCA20300233,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45
medium_term,47,Let the Flames Begin,2myJNvcL71V5IZ1N2NW29O,Paramore,Riot!,2007-06-12,198226,False,USAT20702604,https://open.spotify.com/track/2myJNvcL71V5IZ1N2NW29O,https://i.scdn.co/image/ab67616d0000b27369966efa45b125ed6711b43c
medium_term,48,"Me, You and My Medication",5RYIR50nbz0ze00MT4jQzN,BOYS LIKE GIRLS,Boys Like Girls,2006,268533,False,USSM10603074,https://open.spotify.com/track/5RYIR50nbz0ze00MT4jQzN,https://i.scdn.co/image/ab67616d0000b2739d5d8ac73325fec119eecfb3
medium_term,49,Take Me Back To Eden,2Gt7fjNlx901pPRkvBiNBZ,Sleep Token,Take Me Back To Eden,2023-05-19,500116,False,GBUM72200350,https://open.spotify.com/track/2Gt7fjNlx901pPRkvBiNBZ,https://i.scdn.co/image/ab67616d0000b2730b73608b678f169d3c8f35f0
medium_term,50,Fall For Me,3UwtS13MeMT2Nu2rRwa50I,Sleep Token,This Place Will Become Your Tomb,2021-09-24,146213,False,GBUM72101268,https://open.spotify.com/track/3UwtS13MeMT2Nu2rRwa50I,https://i.scdn.co/image/ab67616d0000b27336afd3d53b6dcc59f3563cf9
long_term,1,So Far So Fake,13stp0nnDasTMr5aqq6CLX,Pierce The Veil,The Jaws Of Life (Deluxe),2025-05-09,236166,False,US5262224930,https://open.spotify.com/track/13stp0nnDasTMr5aqq6CLX,https://i.scdn.co/image/ab67616d0000b2736148fac84d9ea47184729763
long_term,2,Provider,7JVAVLkkhpKOp8g4jX5Z12,Sleep Token,Even In Arcadia,2025-05-09,365904,False,USRC12500019,https://open.spotify.com/track/7JVAVLkkhpKOp8g4jX5Z12,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
long_term,3,Dark Signs,39I8byKcHBzTQbtbxTBSM7,Sleep Token,Sundowning,2019-11-21,268400,False,GBUM71902437,https://open.spotify.com/track/39I8byKcHBzTQbtbxTBSM7,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
long_term,4,Dangerous,105Fwh9wijwT41rrfgSnrE,Sleep Token,Even In Arcadia,2025-05-09,251373,False,USRC12500016,https://open.spotify.com/track/105Fwh9wijwT41rrfgSnrE,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
long_term,5,The Offering,1lXAzSbRH4VXrqgFuPQSFp,Sleep Token,Sundowning,2019-11-21,349653,False,GBUM71902435,https://open.spotify.com/track/1lXAzSbRH4VXrqgFuPQSFp,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
long_term,6,Look To Windward,4Lojbtk7XNMdSKRHSFbdkm,Sleep Token,Even In Arcadia,2025-05-09,466463,False,USRC12500013,https://open.spotify.com/track/4Lojbtk7XNMdSKRHSFbdkm,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
long_term,7,Higher,2S4q08im3SvocGZulxj2cP,Sleep Token,Sundowning,2019-11-21,321706,False,GBUM71902438,https://open.spotify.com/track/2S4q08im3SvocGZulxj2cP,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
long_term,8,Rain,0GXwlEXCO8qeeeOIYpsR3m,Sleep Token,Take Me Back To Eden,2023-05-19,252158,False,GBUM72200349,https://open.spotify.com/track/0GXwlEXCO8qeeeOIYpsR3m,https://i.scdn.co/image/ab67616d0000b2730b73608b678f169d3c8f35f0
long_term,9,Atlantic,0asMwoxaKllA4Cm791LGOW,Sleep Token,This Place Will Become Your Tomb,2021-09-24,293000,False,GBUM72101263,https://open.spotify.com/track/0asMwoxaKllA4Cm791LGOW,https://i.scdn.co/image/ab67616d0000b27336afd3d53b6dcc59f3563cf9
long_term,10,Past Self,0Uvf2v96tJ5CuyK0LtyAgd,Sleep Token,Even In Arcadia,2025-05-09,214648,True,USRC12500015,https://open.spotify.com/track/0Uvf2v96tJ5CuyK0LtyAgd,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
long_term,11,Sugar,6kxSspYgCP6DmpLwqmrZ3O,Sleep Token,Sundowning,2019-11-21,292000,False,GBUM71902443,https://open.spotify.com/track/6kxSspYgCP6DmpLwqmrZ3O,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
long_term,12,Give,1LzRiE4LCTF80qZectiltH,Sleep Token,Sundowning,2019-11-21,236306,False,GBUM71902441,https://open.spotify.com/track/1LzRiE4LCTF80qZectiltH,https://i.scdn.co/image/ab67616d0000b273003381f0f8b9eb37a06eeb3f
long_term,13,Caramel,1QrbZhFYlViXd60g130vw1,Sleep Token,Even In Arcadia,2025-05-09,290110,False,USRC12500017,https://open.spotify.com/track/1QrbZhFYlViXd60g130vw1,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
long_term,14,Emergence,2OMjHcniFxzijWX7EaBrXE,Sleep Token,Even In Arcadia,2025-05-09,386253,False,USRC12500014,https://open.spotify.com/track/2OMjHcniFxzijWX7EaBrXE,https://i.scdn.co/image/ab67616d0000b273882265cd9bdded9ea9a153b9
long_term,15,Alkaline,0B4YX3OMtZSmPm9KpiZKl2,Sleep Token,This Place Will Become Your Tomb,2021-09-24,214106,False,GBUM72101269,https://open.spotify.com/track/0B4YX3OMtZSmPm9KpiZKl2,https://i.scdn.co/image/ab67616d0000b27336afd3d53b6dcc59f3563cf9
long_term,16,Nazareth,2S53xe3CB5RgDELKeU97g0,Sleep Token,Two,2017-07-21,336840,True,UK2D51700056,https://open.spotify.com/track/2S53xe3CB5RgDELKeU97g0,https://i.scdn.co/image/ab67616d0000b27359bd201a6732ae903d3b7f7a
long_term,17,Chokehold,1Uifdytv882RtTn6Gr4xAA,Sleep Token,Take Me Back To Eden,2023-05-19,304023,False,GBUM72200345,https://open.spotify.com/track/1Uifdytv882RtTn6Gr4xAA,https://i.scdn.co/image/ab67616d0000b2730b73608b678f169d3c8f35f0
long_term,18,Granite,4mxiv6HQfhqgIuN5iOONQd,Sleep Token,Take Me Back To Eden,2023-05-19,225426,False,GBUM72200348,https://open.spotify.com/track/4mxiv6HQfhqgIuN5iOONQd,https://i.scdn.co/image/ab67616d0000b2730b73608b678f169d3c8f35f0
long_term,19,Cowboy,2bO3U0Ez4tZPmXjIwbgqQO,"Selena Gomez, benny blanco",I Said I Love You First...,2025-03-28,184153,True,USUG12408962,https://open.spotify.com/track/2bO3U0Ez4tZPmXjIwbgqQO,https://i.scdn.co/image/ab67616d0000b2732277eb6b47089ae5f64b50e5
long_term,20,The Apparition,21eMasL93nEafqRwlI851z,Sleep Token,Take Me Back To Eden,2023-05-19,268159,False,GBUM72200351,https://open.spotify.com/track/21eMasL93nEafqRwlI851z,https://i.scdn.co/image/ab67616d0000b2730b73608b678f169d3c8f35f0
